Token,Lemma,Transcript,Count,Category,Subcategory,Correction,Special,Two_words,End_tone,Overlap,Lag,@word,#word,%word,_word,Other_symbols,Standoff,Name,Stop_List,[POS]
isometrics,,"isometrics,",2,word,,,,,continuing,,,,,,,,,,,
israel,,"israel,",2,word,,,,,continuing,,,,,,,,,,,
israel,,israel.,2,word,,,,,final,,,,,,,,,,,
israeli,,israeli,1,word,,,,,,,,,,,,,,,,
israelite,,israelite,3,word,,,,,,,,,,,,,,,,
israelite,,"israelite,",1,word,,,,,continuing,,,,,,,,,,,
israelites,,israelites,4,word,,,,,,,,,,,,,,,,
israelites,,"israelites,",2,word,,,,,continuing,,,,,,,,,,,
israelites,,israelites.,2,word,,,,,final,,,,,,,,,,,
israelites',,israelites',1,word,,,,,,,,,,,,,,,,
issac,,[2i:ssac].,1,word,,,,,final,[],lag,,,,,,,,,
issac,,[4issac].,1,word,,,,,final,[],,,,,,,,,,
issac,,issac.,2,word,,,,,final,,,,,,,,,,,
issue,,issue,5,word,,,,,,,,,,,,,,,,
issue,,"issue,",7,word,,,,,continuing,,,,,,,,,,,
issue,,issue.,1,word,,,,,final,,,,,,,,,,,
issues,,issues,2,word,,,,,,,,,,,,,,,,
isuzu,,isuzu.,1,word,,,,,final,,,,,,,,,,,
it,,(h)it,1,word,,,[check],second of 2,,,,,,,,,,,,
it,,[@it,1,word,,,,,,[,,@word,,,,,,,,
it,,[#it,3,word,,,,,,[,,,#word,,,,,,,
it,,[#it],1,word,,,,,,[],,,#word,,,,,,,
it,,[2it,21,word,,,,,,[,,,,,,,,,,
it,,"[2it,",1,word,,,,,continuing,[,,,,,,,,,,
it,,[2it.,1,word,,,,,final,[,,,,,,,,,,
it,,[2it],3,word,,,,,,[],,,,,,,,,,
it,,[2it]?,3,word,,,,,appeal,[],,,,,,,,,,
it,,[2it].,3,word,,,,,final,[],,,,,,,,,,
it,,[3@it,1,word,,,,,,[,,@word,,,,,,,,
it,,[3it,13,word,,,,,,[,,,,,,,,,,
it,,[3it.,1,word,,,,,final,[,,,,,,,,,,
it,,[3it],1,word,,,,,,[],,,,,,,,,,
it,,"[3it],",1,word,,,,,continuing,[],,,,,,,,,,
it,,[3it]?,1,word,,,,,appeal,[],,,,,,,,,,
it,,[3it].,3,word,,,,,final,[],,,,,,,,,,
it,,[4#it,1,word,,,,,,[,,,#word,,,,,,,
it,,[4it,7,word,,,,,,[,,,,,,,,,,
it,,[4it],1,word,,,,,,[],,,,,,,,,,
it,,[4it]?,1,word,,,,,appeal,[],,,,,,,,,,
it,,[4it].,1,word,,,,,final,[],,,,,,,,,,
it,,[5it,5,word,,,,,,[,,,,,,,,,,
it,,"[5it,",1,word,,,,,continuing,[,,,,,,,,,,
it,,[6it,3,word,,,,,,[,,,,,,,,,,
it,,[7it,1,word,,,,,,[,,,,,,,,,,
it,,[9it,2,word,,,,,,[,,,,,,,,,,
it,,[9it].,1,word,,,,,final,[],,,,,,,,,,
it,,[i]t,1,word,,,,,,[],,,,,,,,,,
it,,[it,84,word,,,,,,[,,,,,,,,,,
it,,"[it,",1,word,,,,,continuing,[,,,,,,,,,,
it,,[it.,1,word,,,,,final,[,,,,,,,,,,
it,,[it],6,word,,,,,,[],,,,,,,,,,
it,,[it]?,1,word,,,,,appeal,[],,,,,,,,,,
it,,[it].,7,word,,,,,final,[],,,,,,,,,,
it,,@it,8,word,,,,,,,,@word,,,,,,,,
it,,@it.,5,word,,,,,final,,,@word,,,,,,,,
it,,@it].,1,word,,,,,final,],,@word,,,,,,,,
it,,#[it,1,word,,,,,,[,,,#word,,,,,,,
it,,#[it]?,1,word,,,,,appeal,[],,,#word,,,,,,,
it,,#@it,1,word,,,,,,,,@word,#word,,,,,,,
it,,#it,34,word,,,,,,,,,#word,,,,,,,
it,,"#it,",2,word,,,,,continuing,,,,#word,,,,,,,
it,,#it?,1,word,,,,,appeal,,,,#word,,,,,,,
it,,#it.,4,word,,,,,final,,,,#word,,,,,,,
it,,#it],1,word,,,,,,],,,#word,,,,,,,
it,,#it]?,3,word,,,,,appeal,],,,#word,,,,,,,
it,,#it].,10,word,,,,,final,],,,#word,,,,,,,
it,,%i:t,1,word,,,,,,,lag,,,%word,,,,,,
it,,%it,10,word,,,,,,,,,,%word,,,,,,
it,,"%it,",3,word,,,,,continuing,,,,,%word,,,,,,
it,,i:t,3,word,,,,,,,lag,,,,,,,,,
it,,"i:t,",2,word,,,,,continuing,,lag,,,,,,,,,
it,,i[2t].,1,word,,,,,final,[],,,,,,,,,,
it,,i[t,1,word,,,,,,[,,,,,,,,,,
it,,i[t]?,1,word,,,,,appeal,[],,,,,,,,,,
it,,i]t,1,word,,,,,,],,,,,,,,,,
it,,it,2671,word,,,,,,,,,,,,,,,,
it,,"it,",372,word,,,,,continuing,,,,,,,,,,,
it,,it?,66,word,,,,,appeal,,,,,,,,,,,
it,,it.,504,word,,,,,final,,,,,,,,,,,
it,,it],83,word,,,,,,],,,,,,,,,,
it,,"it],",24,word,,,,,continuing,],,,,,,,,,,
it,,it]?,22,word,,,,,appeal,],,,,,,,,,,
it,,it].,93,word,,,,,final,],,,,,,,,,,
it,,it2],4,word,,,,,,],,,,,,,,,,
it,,it2]?,1,word,,,,,appeal,],,,,,,,,,,
it,,it2].,3,word,,,,,final,],,,,,,,,,,
it,,it3],3,word,,,,,,],,,,,,,,,,
it,,it3].,1,word,,,,,final,],,,,,,,,,,
it,,it4],1,word,,,,,,],,,,,,,,,,
it,,it4].,1,word,,,,,final,],,,,,,,,,,
it,,it5][6:].,1,word,,,,,final,[],lag,,,,,,,,,
it,,it6],1,word,,,,,,],,,,,,,,,,
it,,it8],1,word,,,,,,],,,,,,,,,,
it,,it8].,1,word,,,,,final,],,,,,,,,,,
it'd,,[2it'd,1,word,,,,,,[,,,,,,,,,,
it'd,,it'd,20,word,,,,,,,,,,,,,,,,
it'd,,"it'd,",1,word,,,,,continuing,,,,,,,,,,,
it'll,,[8it'll,1,word,,,,,,[,,,,,,,,,,
it'll,,[it'll,2,word,,,,,,[,,,,,,,,,,
it'll,,[it'll],2,word,,,,,,[],,,,,,,,,,
it'll,,#it'll:,1,word,,,,,,,lag,,#word,,,,,,,
it'll,,it'll,52,word,,,,,,,,,,,,,,,,
it'll,,it'll],1,word,,,,,,],,,,,,,,,,
it'll,,it['ll,1,word,,,,,,[,,,,,,,,,,
it'll,,it3]'ll,1,word,,,,,,],,,,,,,,,,
it's,,(tsk)it's,1,word,,,[check],second of 2,,,,,,,,,,,,
it's,,[#it's,4,word,,,,,,[,,,#word,,,,,,,
it's,,[#it's],2,word,,,,,,[],,,#word,,,,,,,
it's,,[2#it's,1,word,,,,,,[,,,#word,,,,,,,
it's,,[2i]t's,1,word,,,,,,[],,,,,,,,,,
it's,,[2it's,29,word,,,,,,[,,,,,,,,,,
it's,,[2it's],3,word,,,,,,[],,,,,,,,,,
it's,,[3it's,10,word,,,,,,[,,,,,,,,,,
it's,,[3it's],1,word,,,,,,[],,,,,,,,,,
it's,,[4#it's,1,word,,,,,,[,,,#word,,,,,,,
it's,,[4it's,7,word,,,,,,[,,,,,,,,,,
it's,,[4it's],2,word,,,,,,[],,,,,,,,,,
it's,,[5it's,7,word,,,,,,[,,,,,,,,,,
it's,,[5it's],1,word,,,,,,[],,,,,,,,,,
it's,,[6i]t's,1,word,,,,,,[],,,,,,,,,,
it's,,[6it's,4,word,,,,,,[,,,,,,,,,,
it's,,[7it's,2,word,,,,,,[,,,,,,,,,,
it's,,[8it's],1,word,,,,,,[],,,,,,,,,,
it's,,[9it's,1,word,,,,,,[,,,,,,,,,,
it's,,[9it's],1,word,,,,,,[],,,,,,,,,,
it's,,[it's,89,word,,,,,,[,,,,,,,,,,
it's,,[it's:,1,word,,,,,,[,lag,,,,,,,,,
it's,,[it's:],1,word,,,,,,[],lag,,,,,,,,,
it's,,[it's],16,word,,,,,,[],,,,,,,,,,
it's,,[it's][2:],1,word,,,,,,[],lag,,,,,,,,,
it's,,[it]'s,1,word,,,,,,[],,,,,,,,,,
it's,,[r_it's],1,word,,,,,,[],,,,,,,,,,
it's,,]it's,1,word,,,,,,],,,,,,,,,,
it's,,@it's,6,word,,,,,,,,@word,,,,,,,,
it's,,@it's],1,word,,,,,,],,@word,,,,,,,,
it's,,#it'[s,1,word,,,,,,[,,,#word,,,,,,,
it's,,#it's,25,word,,,,,,,,,#word,,,,,,,
it's,,"#it's,",1,word,,,,,continuing,,,,#word,,,,,,,
it's,,#it's],2,word,,,,,,],,,#word,,,,,,,
it's,,#it's2],1,word,,,,,,],,,#word,,,,,,,
it's,,%_it's,1,word,,,,,,,,,,%word,,,,,,
it's,,%it's,7,word,,,,,,,,,,%word,,,,,,
it's,,i]t's,1,word,,,,,,],,,,,,,,,,
it's,,it'[s],1,word,,,,,,[],,,,,,,,,,
it's,,it's,1330,word,,,,,,,,,,,,,,,,
it's,,"it's,",32,word,,,,,continuing,,,,,,,,,,,
it's,,it's:,9,word,,,,,,,lag,,,,,,,,,
it's,,"it's:,",4,word,,,,,continuing,,lag,,,,,,,,,
it's,,it's:],1,word,,,,,,],lag,,,,,,,,,
it's,,it's],37,word,,,,,,],,,,,,,,,,
it's,,"it's],",2,word,,,,,continuing,],,,,,,,,,,
it's,,it's2],4,word,,,,,,],,,,,,,,,,
it's,,it's3],1,word,,,,,,],,,,,,,,,,
it's,,it's4],1,word,,,,,,],,,,,,,,,,
it's,,it's7],1,word,,,,,,],,,,,,,,,,
it's,,it['s,3,word,,,,,,[,,,,,,,,,,
it's,,it['s],1,word,,,,,,[],,,,,,,,,,
it's,,it[2's,1,word,,,,,,[,,,,,,,,,,
it's,,it[3's,1,word,,,,,,[,,,,,,,,,,
it's,,it]:'s,1,word,,,,,,],lag,,,,,,,,,
it's,,it]'s,1,word,,,,,,],,,,,,,,,,
it's,,m_it's,1,word,,,,,,,,,,,,,,,,
italian,,"i[3tal]ian,",1,word,,,,,continuing,[],,,,,,,,,,
italian,,it:alian,1,word,,,,,,,lag,,,,,,,,,
italian,,italian,2,word,,,,,,,,,,,,,,,,
italy,,italy,2,word,,,,,,,,,,,,,,,,
italy,,"italy,",4,word,,,,,continuing,,,,,,,,,,,
itch,,"itch,",1,word,,,,,continuing,,,,,,,,,,,
items,,items,1,word,,,,,,,,,,,,,,,,
items,,items.,2,word,,,,,final,,,,,,,,,,,
itinerary,,itinerary,1,word,,,,,,,,,,,,,,,,
its,,[its],1,word,,,,,,[],,,,,,,,,,
its,,its,41,word,,,,,,,,,,,,,,,,
its,,"its,",2,word,,,,,continuing,,,,,,,,,,,
its,,"its:,",1,word,,,,,continuing,,lag,,,,,,,,,
its,,its],2,word,,,,,,],,,,,,,,,,
its,,its][4:,1,word,,,,,,][,lag,,,,,,,,,
its,,its5],1,word,,,,,,],,,,,,,,,,
itself,,itself,6,word,,,,,,,,,,,,,,,,
itself,,"itself,",5,word,,,,,continuing,,,,,,,,,,,
itself,,"itself:,",1,word,,,,,continuing,,lag,,,,,,,,,
itself,,itself?,1,word,,,,,appeal,,,,,,,,,,,
itself,,itself.,3,word,,,,,final,,,,,,,,,,,
itty-bitty,,itty-bitty,2,word,,,,,,,,,,,,,,,,
itzaac,,it[2zaac].,1,word,,,,,final,[],,,,,,,,,,
itzhak,,itzhak],1,word,,,,,,],,,,,,,,,,
iu,,iu,2,word,,,,,,,,,,,,,,,,
ives,,"ives,",1,word,,,,,continuing,,,,,,,,,,,
j,,j,1,word,,,,,,,,,,,,,,,,
jack,,[jack]?,1,word,,,,,appeal,[],,,,,,,,,,
jack,,[jack].,1,word,,,,,final,[],,,,,,,,,,
jack,,~jack,5,word,,,,,,,,,,,,~,,,,
jack,,j]ack,1,word,,,,,,],,,,,,,,,,
jack,,jack,4,word,,,,,,,,,,,,,,,,
jack's,,jack's,3,word,,,,,,,,,,,,,,,,
jacket,,"[2jacket,",1,word,,,,,continuing,[,,,,,,,,,,
jacket,,j:acket.,1,word,,,,,final,,lag,,,,,,,,,
jacket,,jacket,2,word,,,,,,,,,,,,,,,,
jacket,,"jacket,",3,word,,,,,continuing,,,,,,,,,,,
jacket,,jacket?,1,word,,,,,appeal,,,,,,,,,,,
jacket,,jacket.,1,word,,,,,final,,,,,,,,,,,
jacket,,jacket].,1,word,,,,,final,],,,,,,,,,,
jackie,,"~jackie:],",1,word,,,,,continuing,],lag,,,,,~,,,,
jackie,,~jackie].,1,word,,,,,final,],,,,,,~,,,,
jackie,,~jackie5],1,word,,,,,,],,,,,,~,,,,
jackie's,,~jackie's,1,word,,,,,,,,,,,,~,,,,
jackson,,[2~jackson]?,1,word,,,,,appeal,[],,,,,,~,,,,
jackson,,~jack]son?,1,word,,,,,appeal,],,,,,,~,,,,
jackson,,~jackson,1,word,,,,,,,,,,,,~,,,,
jackson,,"~jackson,",2,word,,,,,continuing,,,,,,,~,,,,
jackson,,"~jackson],",1,word,,,,,continuing,],,,,,,~,,,,
jackson,,jackson,2,word,,,,,,,,,,,,,,,,
jackson,,jackson.,2,word,,,,,final,,,,,,,,,,,
jackson's,,jackson's,1,word,,,,,,,,,,,,,,,,
jacky,,jacky,1,word,,,,,,,,,,,,,,,,
jacky,,"jacky:,",1,word,,,,,continuing,,lag,,,,,,,,,
jacqueline,,jacqueline,1,word,,,,,,,,,,,,,,,,
jacqueline,,jacqueline],1,word,,,,,,],,,,,,,,,,
jagged,,jagged,1,word,,,,,,,,,,,,,,,,
jail,,jail,2,word,,,,,,,,,,,,,,,,
jail,,"jail,",2,word,,,,,continuing,,,,,,,,,,,
jail,,jail.,1,word,,,,,final,,,,,,,,,,,
jakarta,,[jakarta.,1,word,,,,,final,[,,,,,,,,,,
jakarta,,jakarta.,1,word,,,,,final,,,,,,,,,,,
jake,,~ja:ke,1,word,,,,,,,lag,,,,,~,,,,
jake,,~ja:ke.,2,word,,,,,final,,lag,,,,,~,,,,
jake,,~jake,1,word,,,,,,,,,,,,~,,,,
jam,,jam.,1,word,,,,,final,,,,,,,,,,,
jam,,jam].,1,word,,,,,final,],,,,,,,,,,
james,,james,1,word,,,,,,,,,,,,,,,,
jamie,,[~jamie],1,word,,,,,,[],,,,,,~,,,,
jamie,,~ja[2mie,1,word,,,,,,[,,,,,,~,,,,
jamie,,~jamie,3,word,,,,,,,,,,,,~,,,,
jamie,,"~jamie,",1,word,,,,,continuing,,,,,,,~,,,,
jamie,,~jamie.,2,word,,,,,final,,,,,,,~,,,,
jamie's,,~jamie's,1,word,,,,,,,,,,,,~,,,,
jamming,,jamming,1,word,,,,,,,,,,,,,,,,
jan,,jan,1,word,,,,,,,,,,,,,,,,
jan,,jan:,1,word,,,,,,,lag,,,,,,,,,
jane,,"[5~jane],",1,word,,,,,continuing,[],,,,,,~,,,,
jane,,jane,1,word,,,,,,,,,,,,,,,,
janice,,~janice,1,word,,,,,,,,,,,,~,,,,
janice,,~janice.,1,word,,,,,final,,,,,,,~,,,,
janine,,~janine,4,word,,,,,,,,,,,,~,,,,
janine,,"~janine,",2,word,,,,,continuing,,,,,,,~,,,,
janine,,janine,4,word,,,,,,,,,,,,,,,,
janine,,"janine,",2,word,,,,,continuing,,,,,,,,,,,
janine's,,~janine's,1,word,,,,,,,,,,,,~,,,,
january,,jan[2uary].,1,word,,,,,final,[],,,,,,,,,,
january,,janua[ry,1,word,,,,,,[,,,,,,,,,,
january,,january,3,word,,,,,,,,,,,,,,,,
january,,"january,",2,word,,,,,continuing,,,,,,,,,,,
japan,,"japan,",1,word,,,,,continuing,,,,,,,,,,,
japanese,,japanese,2,word,,,,,,,,,,,,,,,,
japanese,,"japanese,",2,word,,,,,continuing,,,,,,,,,,,
japanese,,japanese.,1,word,,,,,final,,,,,,,,,,,
jar,,"jar,",1,word,,,,,continuing,,,,,,,,,,,
jarret,,jarret,1,word,,,,,,,,,,,,,,,,
jason,,5jason,1,word,,,,,,,,,,,,,,,,
jason,,jason,1,word,,,,,,,,,,,,,,,,
jason,,"jason,",1,word,,,,,continuing,,,,,,,,,,,
jaw,,jaw,2,word,,,,,,,,,,,,,,,,
jaw,,jaw?,1,word,,,,,appeal,,,,,,,,,,,
jawahar,,jawahar,3,word,,,,,,,,,,,,,,,,
jawahar,,"jawahar,",1,word,,,,,continuing,,,,,,,,,,,
jawahar's,,jawahar's,1,word,,,,,,,,,,,,,,,,
jaws,,jaws,1,word,,,,,,,,,,,,,,,,
jaws,,"jaws,",1,word,,,,,continuing,,,,,,,,,,,
jay's,,jay's,1,word,,,,,,,,,,,,,,,,
jazz,,[5jazz],1,word,,,,,,[],,,,,,,,,,
jazz,,ja:zz,4,word,,,,,,,lag,,,,,,,,,
jazz,,jazz,2,word,,,,,,,,,,,,,,,,
je,,je,1,word,,,,,,,,,,,,,,,,
jealous,,jealous,1,word,,,,,,,,,,,,,,,,
jean,,[2jean,1,word,,,,,,[,,,,,,,,,,
jean,,jea:n,1,word,,,,,,,lag,,,,,,,,,
jean,,jean,3,word,,,,,,,,,,,,,,,,
jeanie,,~jeanie,2,word,,,,,,,,,,,,~,,,,
jeanie,,~jeanie].,1,word,,,,,final,],,,,,,~,,,,
jeanie's,,~jeanie's,1,word,,,,,,,,,,,,~,,,,
jeans,,#jeans.,1,word,,,,,final,,,,#word,,,,,,,
jeans,,#jeans],1,word,,,,,,],,,#word,,,,,,,
jeans,,"jeans,",2,word,,,,,continuing,,,,,,,,,,,
jeans,,jeans.,2,word,,,,,final,,,,,,,,,,,
jed,,"~jed,",2,word,,,,,continuing,,,,,,,~,,,,
jeepers,,jeepers].,1,word,,,,,final,],,,,,,,,,,
jeesh,,[@jeesh.,1,word,,,,,final,[,,@word,,,,,,,,
jeesh,,[3j:ee:sh].,1,word,,,,,final,[],lag,,,,,,,,,
jeesh,,jee[:sh,1,word,,,,,,[,lag,,,,,,,,,
jeesh,,jeesh,1,word,,,,,,,,,,,,,,,,
jeez,,[2jeez].,1,word,,,,,final,[],,,,,,,,,,
jeez,,[jeez].,1,word,,,,,final,[],,,,,,,,,,
jeez,,jee:z,1,word,,,,,,,lag,,,,,,,,,
jeez,,jee:z.,1,word,,,,,final,,lag,,,,,,,,,
jeez,,jeez,1,word,,,,,,,,,,,,,,,,
jeez,,"jeez,",1,word,,,,,continuing,,,,,,,,,,,
jeez,,jeez.,1,word,,,,,final,,,,,,,,,,,
jeff,,[@jeff.,1,word,,,,,final,[,,@word,,,,,,,,
jeff,,"@jeff,",1,word,,,,,continuing,,,@word,,,,,,,,
jeff,,@jeff.,1,word,,,,,final,,,@word,,,,,,,,
jeff,,jeff,2,word,,,,,,,,,,,,,,,,
jeff,,"jeff,",4,word,,,,,continuing,,,,,,,,,,,
jeff,,jeff.,2,word,,,,,final,,,,,,,,,,,
jeff,,jeff],1,word,,,,,,],,,,,,,,,,
jeff's,,jeff's,1,word,,,,,,,,,,,,,,,,
jen,,jen,1,word,,,,,,,,,,,,,,,,
jen,,jen.,1,word,,,,,final,,,,,,,,,,,
jenn,,[~jenn,1,word,,,,,,[,,,,,,~,,,,
jenn,,[7jenn]?,1,word,,,,,appeal,[],,,,,,,,,,
jenn,,~jenn,2,word,,,,,,,,,,,,~,,,,
jenn,,~jenn][2:].,1,word,,,,,final,[],lag,,,,,~,,,,
jenn,,"~jenn5],",1,word,,,,,continuing,],,,,,,~,,,,
jenn,,jenn,2,word,,,,,,,,,,,,,,,,
jenn,,jenn.,1,word,,,,,final,,,,,,,,,,,
jennifer,,"[~jen][2nifer],",1,word,,,,,continuing,[],,,,,,~,,,,
jennifer,,"[~jenn]ifer,",1,word,,,,,continuing,[],,,,,,~,,,,
jennifer,,[5~j:]ennifer,1,word,,,,,,[],lag,,,,,~,,,,
jennifer,,[5~jennifer,1,word,,,,,,[,,,,,,~,,,,
jennifer,,~j:[2ennifer],1,word,,,,,,[],lag,,,,,~,,,,
jennifer,,~jenn[3ifer].,1,word,,,,,final,[],,,,,,~,,,,
jennifer,,"~jenn[ifer],",1,word,,,,,continuing,[],,,,,,~,,,,
jennifer,,~jenni]fer,1,word,,,,,,],,,,,,~,,,,
jennifer,,~jennifer,4,word,,,,,,,,,,,,~,,,,
jennifer,,"~jennifer,",1,word,,,,,continuing,,,,,,,~,,,,
jennifer,,~jennifer.,3,word,,,,,final,,,,,,,~,,,,
jennifer,,~jennifer].,1,word,,,,,final,],,,,,,~,,,,
jennifer,,jennifer,3,word,,,,,,,,,,,,,,,,
jennifer's,,[2jennifer]'s:.,1,word,,,,,final,[],lag,,,,,,,,,
jennifer's,,jenn[2ifer's]?,1,word,,,,,appeal,[],,,,,,,,,,
jennifer's,,jennifer's,1,word,,,,,,,,,,,,,,,,
jenny,,"~jenny,",1,word,,,,,continuing,,,,,,,~,,,,
jenny,,jenny,8,word,,,,,,,,,,,,,,,,
jenny,,jenny.,2,word,,,,,final,,,,,,,,,,,
jenny-any,,jenny-any.,2,word,,,,,final,,,,,,,,,,,
jeopardy,,jeopardy.,1,word,,,,,final,,,,,,,,,,,
jerk,,[jerk,1,word,,,,,,[,,,,,,,,,,
jerk,,"j]erk,",1,word,,,,,continuing,],,,,,,,,,,
jerk,,jerk,9,word,,,,,,,,,,,,,,,,
jerk,,"jerk,",2,word,,,,,continuing,,,,,,,,,,,
jerk,,jerk.,3,word,,,,,final,,,,,,,,,,,
jerking,,"jerking,",1,word,,,,,continuing,,,,,,,,,,,
jerky,,"jerky],",1,word,,,,,continuing,],,,,,,,,,,
jerrod,,~jerrod,1,word,,,,,,,,,,,,~,,,,
jerrod,,"~jerrod,",2,word,,,,,continuing,,,,,,,~,,,,
jerry,,~jerry,2,word,,,,,,,,,,,,~,,,,
jersey,,"[jersey],",1,word,,,,,continuing,[],,,,,,,,,,
jersey,,"jersey,",2,word,,,,,continuing,,,,,,,,,,,
jersey,,jersey]?,1,word,,,,,appeal,],,,,,,,,,,
jessa,,jessa.,1,word,,,,,final,,,,,,,,,,,
jesse,,jesse,2,word,,,,,,,,,,,,,,,,
jessie,,~jessie,2,word,,,,,,,,,,,,~,,,,
jesus,,"[3jesus],",1,word,,,,,continuing,[],,,,,,,,,,
jesus,,[3jesus].,1,word,,,,,final,[],,,,,,,,,,
jesus,,[6jesu]s,1,word,,,,,,[],,,,,,,,,,
jesus,,[je:sus,1,word,,,,,,[,lag,,,,,,,,,
jesus,,"je:sus,",1,word,,,,,continuing,,lag,,,,,,,,,
jesus,,jesus,29,word,,,,,,,,,,,,,,,,
jesus,,"jesus,",7,word,,,,,continuing,,,,,,,,,,,
jesus,,jesus.,5,word,,,,,final,,,,,,,,,,,
jet,,#jet,1,word,,,,,,,,,#word,,,,,,,
jet,,jet,7,word,,,,,,,,,,,,,,,,
jet,,jet.,4,word,,,,,final,,,,,,,,,,,
jets,,jets,1,word,,,,,,,,,,,,,,,,
jetson,,"jetson,",1,word,,,,,continuing,,,,,,,,,,,
jew,,jew,1,word,,,,,,,,,,,,,,,,
jewelry,,jewel[ry],1,word,,,,,,[],,,,,,,,,,
jewelry,,jewelry,1,word,,,,,,,,,,,,,,,,
jewelry,,"jewelry,",1,word,,,,,continuing,,,,,,,,,,,
jewelry,,"jewelry:,",1,word,,,,,continuing,,lag,,,,,,,,,
jewish,,[jewish:].,1,word,,,,,final,[],lag,,,,,,,,,
jewish,,[jewish].,1,word,,,,,final,[],,,,,,,,,,
jewish,,jewish,3,word,,,,,,,,,,,,,,,,
jewish,,jewish.,1,word,,,,,final,,,,,,,,,,,
jews,,jew:s,1,word,,,,,,,lag,,,,,,,,,
jews,,jews,3,word,,,,,,,,,,,,,,,,
jews,,"jews,",1,word,,,,,continuing,,,,,,,,,,,
jezebel,,"jezebe:l,",1,word,,,,,continuing,,lag,,,,,,,,,
jiggle,,jiggle,1,word,,,,,,,,,,,,,,,,
jiggles,,jiggles,1,word,,,,,,,,,,,,,,,,
jigo,,jigo.,1,word,,,,,final,,,,,,,,,,,
jill,,[jill].,1,word,,,,,final,[],,,,,,,,,,
jill,,jill,8,word,,,,,,,,,,,,,,,,
jill,,jill.,1,word,,,,,final,,,,,,,,,,,
jill's,,jill's,1,word,,,,,,,,,,,,,,,,
jill's,,jill's],1,word,,,,,,],,,,,,,,,,
jillpan,,jillpan,1,word,,,,,,,,,,,,,,,,
jilly's,,jilly's,1,word,,,,,,,,,,,,,,,,
jim,,~jim,2,word,,,,,,,,,,,,~,,,,
jim,,j:im,1,word,,,,,,,lag,,,,,,,,,
jim,,jim,6,word,,,,,,,,,,,,,,,,
jim,,"jim,",2,word,,,,,continuing,,,,,,,,,,,
jim's,,~jim's,1,word,,,,,,,,,,,,~,,,,
jim's,,jim's.,1,word,,,,,final,,,,,,,,,,,
jimmy,,~jimmy,1,word,,,,,,,,,,,,~,,,,
jimmy,,jimmy.,1,word,,,,,final,,,,,,,,,,,
jimmy's,,~jimmy's,1,word,,,,,,,,,,,,~,,,,
jito,,jito,2,word,,,,,,,,,,,,,,,,
jito,,jito[9:,1,word,,,,,,[,lag,,,,,,,,,
jo,,#~jo,1,word,,,,,,,,,#word,,,~,,,,
jo,,~jo,3,word,,,,,,,,,,,,~,,,,
jo,,~jo.,1,word,,,,,final,,,,,,,~,,,,
joanne,,~joanne].,1,word,,,,,final,],,,,,,~,,,,
joanne,,joanne,1,word,,,,,,,,,,,,,,,,
job,,[2jo:b,1,word,,,,,,[,lag,,,,,,,,,
job,,[job]?,1,word,,,,,appeal,[],,,,,,,,,,
job,,@jo:b,1,word,,,,,,,lag,@word,,,,,,,,
job,,jo:b,1,word,,,,,,,lag,,,,,,,,,
job,,jo:b.,1,word,,,,,final,,lag,,,,,,,,,
job,,jo:b]?,1,word,,,,,appeal,],lag,,,,,,,,,
job,,job,25,word,,,,,,,,,,,,,,,,
job,,"job,",12,word,,,,,continuing,,,,,,,,,,,
job,,job.,14,word,,,,,final,,,,,,,,,,,
job,,job],1,word,,,,,,],,,,,,,,,,
job,,job].,2,word,,,,,final,],,,,,,,,,,
job'll,,job'll,1,word,,,,,,,,,,,,,,,,
jobs,,jobs,1,word,,,,,,,,,,,,,,,,
jock,,#jock,1,word,,,,,,,,,#word,,,,,,,
jockey,,jockey,2,word,,,,,,,,,,,,,,,,
jockeying,,jockeying,1,word,,,,,,,,,,,,,,,,
joe,,[2joe,1,word,,,,,,[,,,,,,,,,,
joe,,[3joe]:,1,word,,,,,,[],lag,,,,,,,,,
joe,,"~joe,",1,word,,,,,continuing,,,,,,,~,,,,
joe,,~joe?,1,word,,,,,appeal,,,,,,,~,,,,
joe,,~joe.,2,word,,,,,final,,,,,,,~,,,,
joe,,joe,5,word,,,,,,,,,,,,,,,,
joe's,,"joe's,",1,word,,,,,continuing,,,,,,,,,,,
joel,,[3joel].,1,word,,,,,final,[],,,,,,,,,,
joel,,joe:l,1,word,,,,,,,lag,,,,,,,,,
joel's,,joel's,1,word,,,,,,,,,,,,,,,,
john,,[5~john,1,word,,,,,,[,,,,,,~,,,,
john,,"[6jo:hn],",1,word,,,,,continuing,[],lag,,,,,,,,,
john,,~jo:hn.,1,word,,,,,final,,lag,,,,,~,,,,
john,,"~john,",2,word,,,,,continuing,,,,,,,~,,,,
john,,~john.,3,word,,,,,final,,,,,,,~,,,,
john,,~john].,2,word,,,,,final,],,,,,,~,,,,
john,,"jo:hn,",1,word,,,,,continuing,,lag,,,,,,,,,
john,,john,32,word,,,,,,,,,,,,,,,,
john,,"john,",1,word,,,,,continuing,,,,,,,,,,,
john's,,[3~john's,1,word,,,,,,[,,,,,,~,,,,
johny,,~j[2ohny,1,word,,,,,,[,,,,,,~,,,,
johny,,~johny,4,word,,,,,,,,,,,,~,,,,
join,,join,7,word,,,,,,,,,,,,,,,,
join,,"join,",2,word,,,,,continuing,,,,,,,,,,,
join,,join],1,word,,,,,,],,,,,,,,,,
joined,,joined,4,word,,,,,,,,,,,,,,,,
